type_host,host_species,host_auth,host_order,host_family,invalid_host,host_ref,family,generic,genus,genus_ref,genus_type,genus_type_ref,specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref,genus_syn,genus_syn_ref,genus_new_syn
*,Tanygnathus lucionensis paraguenus,Hachisuka ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,hoogstraali,hoogstraali,"Guimarães, 1974b:148",,,,,,,,,,,
*,Polihierax semitorquatus,Smith) ,Falcon.,Falcon.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,inexpectatus,inexpectatus,"Guimarães, 1974b:169",,,,,,,,,,,
*,Eclectus roratus,Müller) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,interruptofasciatus,interruptofasciatus,"Piaget, 1880:302",Lipeurus,,,,,,,,,,
*,Geoffroyus geoffroyi jobiensis,Meyer) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,jobiensis,jobiensis,"Guimarães, 1974b:154",,,,,,,,,,,
,Geoffroyus heteroclitus,Hombron & Jacquinot),Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,jobiensis,jobiensis,"Guimarães, 1974b:154",,,,,,,,,,,
,Nestor meridionalis,Gmelin) ,Psittac.,Psittac.,,"Guimarães, 1974b:183",PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,kea,kea,"Kellogg, 1907:122",Lipeurus,,,,,,,,,,
*,Nestor notabilis,Gould,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,kea,kea,"Kellogg, 1907:122",Lipeurus,,,,,,,,,,
,Psittacula cyanocephala,L.) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,lybartota,lybartota,"Ansari, 1947:275",Psittaconirmus,,,,,,,,,,
*,Psittacula krameri borealis,Neumann),Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,lybartota,lybartota,"Ansari, 1947:275",Psittaconirmus,,,,,,,,,,
*,Psittacula eupatria nipalensis,Hodgson) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,meinertzhageni,meinertzhageni,"Guimarães, 1974b:157",,,,,,,,,,,
*,Psittacula derbiana,Fraser) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,palaeornis,palaeornis,"Eichler, 1943b:114",Pflegeriella,,,,,,,,,,
,Prosopeia personata,Gray) ,Psittac.,Psittac.,,"Guimarães, 1974b:160",PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,pallipes,pallipes,"Piaget, 1885:56",Lipeurus,,,,,,,,,,
*,Prosopeia splendens,Peale),Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,pallipes,pallipes,"Piaget, 1885:56",Lipeurus,,,,,,,,,,
*,Coracopsis nigra,L.) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,piageti,piageti,"Eichler, 1943b:115",Pflegeriella,,,,,,,,,,
*,Cacatua ducorps,Bonaparte) ,Psittac.,Cacatu.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,shanahani,shanahani,"Price & Emerson, 1978:35",,,,,,,,,,,
*,Psittacus erithacus erithacus,L. ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,strepsiceros,strepsiceros,"Nitzsch, 1866:118",Lipeurus,,,,,,,,,,
*,Eclectus roratus pectoralis,Müller) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,taschenbergi,interruptofasciatus,,Pflegeriella,,taschenbergi,"Hopkins & Clay, 1952:238",,,,,,,
*,Eolophus roseicapillus,Vieillot) ,Psittac.,Cacatu.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,tenuis,eos,,Nirmus,,tenuis,"Hopkins & Clay, 1952:238",,,,,,,
*,Ara macao,L.) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,trinoton,trinoton,"Piaget, 1890a:227",Nirmus,,,,,,,,,,
*,Prioniturus platenae,Blasius ,Psittac.,Psittac.,,,PHILOPTERIDAE,Neopsittaconirmus,Neopsittaconirmus,"Conci, 1942b:37",Neopsittaconirmus borgiolii,Conci,wardi,wardi,"Guimarães, 1974b:151",,,,,,,,,,,
,Aptenodytes patagonicus,Miller ,Sphenisc.,Sphenisc.,,"Clay & Moreby, 1970:216",PHILOPTERIDAE,Nesiotinus,Nesiotinus,"Kellogg, 1903:89",Nesiotinus demersa,Kellogg,demersus,demersus,"Kellogg, 1903:90",,,,,,,,,,,
*,Aptenodytes patagonicus halli,Mathews,Sphenisc.,Sphenisc.,,,PHILOPTERIDAE,Nesiotinus,Nesiotinus,"Kellogg, 1903:89",Nesiotinus demersa,Kellogg,demersus,demersus,"Kellogg, 1903:90",,,,,,,,,,,
*,Dacelo gigantea,,,,? host,"Hopkins & Clay, 1952:241",PHILOPTERIDAE,Degeeriella,Degeeriella,,Nirmus discocephalus,"Nitzsch, 1818:291 ",bracteatus,unidentifiable,,,,bracteatus,"Nitzsch [In Giebel], 1866:369 ",,,,,Nirmus,"Hopkins & Clay, 1952:240",
*,Pezoporus wallicus,Kerr) ,Psittac.,Psittac.,,,PHILOPTERIDAE,Degeeriella,Degeeriella,,Nirmus discocephalus,"Nitzsch, 1818:291 ",divergens,unidentifiable,,,,divergens,"Hopkins & Clay, 1952:242",,,,,Nirmus,"Hopkins & Clay, 1952:240",
*,Sterna maxima,,,,? host,"Hopkins & Clay, 1952:244",PHILOPTERIDAE,Degeeriella,Degeeriella,,Nirmus discocephalus,"Nitzsch, 1818:291 ",hebes,unidentifiable,,,,hebes,"Hopkins & Clay, 1952:244",,,,,Nirmus,"Hopkins & Clay, 1952:240",
*,Falco tinnunculus,,,,? host,"Hopkins & Clay, 1952:244",PHILOPTERIDAE,Degeeriella,Degeeriella,,Nirmus discocephalus,"Nitzsch, 1818:291 ",kunzei,unidentifiable,,,,kunzei,"Hopkins & Clay, 1952:244",,,,,Nirmus,"Hopkins & Clay, 1952:240",
*,Balearica pavonina,,,,? host,"Hopkins & Clay, 1952:245",PHILOPTERIDAE,Degeeriella,Degeeriella,,Nirmus discocephalus,"Nitzsch, 1818:291 ",nigricans,unidentifiable,,,,nigricans,"Hopkins & Clay, 1952:245",,,,,Nirmus,"Hopkins & Clay, 1952:240",
*,Otis tarda,,,,? host,"Hopkins & Clay, 1952:248",PHILOPTERIDAE,Degeeriella,Degeeriella,,Nirmus discocephalus,"Nitzsch, 1818:291 ",unicolor,unidentifiable,,,,unicolor,"Nitzsch [In Giebel], 1866:371 ",,,,,Nirmus,"Hopkins & Clay, 1952:240",
*,Nothocercus bonapartei bonapartei,Gray) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Nothocotus,Nothocotus,"Carriker, 1936:103",Nothocotus parvithorax,Carriker,centralis,centralis,"Carriker, 1955a:19",,,,,,,,,,,
*,Nothocercus bonapartei frantzii,Lawrence) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Nothocotus,Nothocotus,"Carriker, 1936:103",Nothocotus parvithorax,Carriker,distinctus,distinctus,"Carriker, 1955a:21",,,,,,,,,,,
*,Nothocercus julius,Bonaparte) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Nothocotus,Nothocotus,"Carriker, 1936:103",Nothocotus parvithorax,Carriker,genitalis,genitalis,"Carriker, 1955a:20",,,,,,,,,,,
*,Nothocercus bonapartei,Gray) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Nothocotus,Nothocotus,"Carriker, 1936:103",Nothocotus parvithorax,Carriker,parvithorax,parvithorax,"Carriker, 1936:104",,,,,,,,,,,
*,Nothocercus nigrocapillus cadwaladeri,Carriker ,Tinam.,Tinam.,,,PHILOPTERIDAE,Nothocotus,Nothocotus,"Carriker, 1936:103",Nothocotus parvithorax,Carriker,subsimilis,subsimilis,"Carriker, 1936:105",,,,,,,,,,,
,Nyctibius grandis,Gmelin) ,Caprimulg.,Nyctibi.,,,PHILOPTERIDAE,Nyctibicola,Nyctibicola,"Cicchino, 1989:447",Nyctibicola longirostris,Cicchino,longirostris,longirostris,"Cicchino, 1989:447",,,,,,,,,,,
*,Nyctibius griseus cornutus,Vieillot),Caprimulg.,Nyctibi.,,,PHILOPTERIDAE,Nyctibicola,Nyctibicola,"Cicchino, 1989:447",Nyctibicola longirostris,Cicchino,longirostris,longirostris,"Cicchino, 1989:447",,,,,,,,,,,
*,Crypturus macrourus,,,,? host,"Hopkins & Clay, 1952:252",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,alienus,alienus,"Giebel, 1874:191",Goniocotes,,,,,,,,,,
,Tinamus solitarius,Vieillot) ,Tinam.,Tinam.,,"Hopkins & Clay, 1952:252",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,alienus,alienus,"Giebel, 1874:191",Goniocotes,,,,,,,,,,
,Tinamus tao,Temminck ,Tinam.,Tinam.,,"Ward, 1957:342",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,alienus,alienus,"Giebel, 1874:191",Goniocotes,,,,,,,,,,
*,Tinamus tao tao,Temminck ,Tinam.,Tinam.,,,PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,alienus carrikeri,alienus,,,,,,alienus carrikeri,"Guimarães, 1948:169 ",,,,,
*,Tinamus major major,Gmelin) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,alienus major,olfersi,,,,,,alienus major,"Carriker, 1963d:471 ",,,,,
*,Tinamus major percautus,Van Tyne ,Tinam.,Tinam.,,,PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,alienus mexicanus,robustus,,,,,,alienus mexicanus,"Carriker, 1944a:215 ",,,,,
,Tinamus major peruvianus,Bonaparte ,Tinam.,Tinam.,,"Hopkins & Clay, 1952:252",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,boliviensis,boliviensis,"Carriker, 1944a:215",,,,,,,,,,,
*,Tinamus major serratus,,Tinam.,Tinam.,? ID,"Hopkins & Clay, 1952:252",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,boliviensis,boliviensis,"Carriker, 1944a:215",,,,,,,,,,,
*,Tinamus major saturatus,Griscom ,Tinam.,Tinam.,,,PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,felisae,felisae,"Carriker, 1962:445",,,,,,,,,,,
,Tinamus major latifrons,Salvadori ,Tinam.,Tinam.,,"Ward, 1957:342",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,olfersi,olfersi,"Guimarães, 1942b:159",,,,,,,,,,,
*,Tinamus major major,Gmelin),Tinam.,Tinam.,,,PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,olfersi,olfersi,"Guimarães, 1942b:159",,,,,,,,,,,
,Tinamus major olivascens,Conover ,Tinam.,Tinam.,,"Ward, 1957:342",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,olfersi,olfersi,"Guimarães, 1942b:159",,,,,,,,,,,
,Tinamus major serratus,Spix) ,Tinam.,Tinam.,,"Ward, 1957:342",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,olfersi,olfersi,"Guimarães, 1942b:159",,,,,,,,,,,
,Tinamus major castaneiceps,Salvadori ,Tinam.,Tinam.,,"Hopkins & Clay, 1952:252",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,robustus,robustus,"Carriker, 1903:151",,,,,,,,,,,
,Tinamus major percautus,Van Tyne ,Tinam.,Tinam.,,"Ward, 1957:342",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,robustus,robustus,"Carriker, 1903:151",,,,,,,,,,,
*,Tinamus major robustus,Sclater & Salvin  ? ID ,Tinam.,Tinam.,,"Hopkins & Clay, 1952:252",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,robustus,robustus,"Carriker, 1903:151",,,,,,,,,,,
*,Tinamus tao tao,,,,? ID,"Ward, 1957:342",PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,robustus taoi,alienus,,,,,,robustus taoi,"Carriker, 1936:171 ",,,,,
*,Tinamus solitarius,Vieillot) ,Tinam.,Tinam.,,,PHILOPTERIDAE,Ornicholax,Ornicholax,"Carriker, 1903:151",Ornicholax robustus,Carriker,solitarius,alienus,,,,solitarius,"Ward, 1957:342",,,,,,,
*,Branta canadensis,L.) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,atromarginatus,goniopleurus,,,,atromarginatus,"Hopkins & Clay, 1952:252",,,,,,,
,Cygnus melancoryphus,Molina) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,bucephalus,bucephalus,"Giebel, 1874:239",Lipeurus,,,,,,,,,,
*,Cygnus olor,Gmelin),Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,bucephalus,bucephalus,"Giebel, 1874:239",Lipeurus,,,,,,,,,,
*,Cygnus melancoryphus,Molina) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,bucephalus tribulis,bucephalus,,,,,,bucephalus tribulis,"Timmer., 1962b:136 ",,,,,
,Cygnus columbianus bewickii,Yarrell ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,cygni,cygni,"L., 1758:612",Pediculus,,,,,,,,,,
*,Cygnus cygnus,L.),Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,cygni,cygni,"L., 1758:612",Pediculus,,,,,,,,,,
*,Cygnus columbianus bewickii,Yarrell ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,cygni modicellus,cygni,,,,,,cygni modicellus,"Timmer., 1962b:139 ",,,,,
*,Cygnus sp,,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,cygnorum,cygni,,,,cygnorum,"Hopkins & Clay, 1952:253",,,,,,,
*,Cygnus atratus,Latham) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,fuscus,fuscus,"Le Souëf, 1902b:91",,,,,,,,,,,
*,Branta canadensis,L.) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,goniopleurus,goniopleurus,"Denny, 1842:60",,,,,,,,,,,
,Branta leucopsis,Bechstein) ,Anser.,Anat.,,"Hopkins & Clay, 1952:253",PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,hexophthalmus,hexophthalmus,"Nitzsch [In Giebel], 1861a:528",Lipeurus,,,,,,,,,,
*,Strix nyctea,,,,? host,"Hopkins & Clay, 1952:253",PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,hexophthalmus,hexophthalmus,"Nitzsch [In Giebel], 1861a:528",Lipeurus,,,,,,,,,,
*,Branta leucopsis,Bechstein) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,klinkowstroemi,hexophthalmus,,,,klinkowstroemi,"Hopkins & Clay, 1952:253",,,,,,,
*,Anser anser,L.) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,mathisi,mathisi,"Neumann, 1912a:382",Metopeuron,,,,,,,,,,
,Anser fabalis,Latham),Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,mathisi,mathisi,"Neumann, 1912a:382",Metopeuron,,,,,,,,,,
*,Anser anser,L.) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,matthewsi,mathisi,,,,matthewsi,,,,,,,,
*,Cygnus cygnus,L.) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,punctatum,cygni,,Metopeuron,,punctatum,"Hopkins & Clay, 1952:253",,,,,,,
*,Cygnus buccinator,Richardson ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,waterstoni,waterstoni,"Timmer., 1962b:139",,,,,,,,,,,
,Cygnus columbianus,Ord) ,Anser.,Anat.,,"Timmer., 1962b:141",PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,waterstoni,waterstoni,"Timmer., 1962b:139",,,,,,,,,,,
*,Cygnus columbianus,Ord) ,Anser.,Anat.,,,PHILOPTERIDAE,Ornithobius,Ornithobius,"Denny, 1842:183",Pediculus cygni,L.,waterstoni reconditus,waterstoni,,,,,,waterstoni reconditus,"Timmer., 1962b:141 ",,,,,
*,Opisthocomus hoazin,Müller) ,Cucul.,Opisthocom.,,,PHILOPTERIDAE,Osculotes,Osculotes,"Kéler, 1939b:175",Goniocotes curtus,Burm.,curta,curta,"Burm., 1838:432",Goniocotes,,,,,,,,,,
*,Opisthocomus hoazin,Müller) ,Cucul.,Opisthocom.,,,PHILOPTERIDAE,Osculotes,Osculotes,"Kéler, 1939b:175",Goniocotes curtus,Burm.,femoralis,macropoda,,Hoazinia,,femoralis,"Hopkins & Clay, 1952:254",,,,,,,
*,Opisthocomus hoazin,Müller) ,Cucul.,Opisthocom.,,,PHILOPTERIDAE,Osculotes,Osculotes,"Kéler, 1939b:175",Goniocotes curtus,Burm.,macropoda,macropoda,"Guimarães, 1940b:287",Opisthocomiella,,,,,,,,,,
*,Tetrax tetrax,L.) ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,antilogus,antilogus,"Nitzsch [In Giebel], 1866:383",Lipeurus,,,,,,,,,,
*,Neotis denhami jacksoni,Bannerman ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,bedfordi,bedfordi,"Hopkins, 1943a:7",Otilipeurus,,,,,,,,,,
*,Ardeotis kori,Burchell) ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,carpi,carpi,"Büttiker, 1967a:92",,,,,,,,,,,
*,Ardeotis kori,Burchell) ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,dimorphus,dimorphus,"Bedford, 1931a:285",,,,,,,,,,,
*,Ortyx virginianus,,,,? host,"Hopkins & Clay, 1952:255",PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,dissimilis,dissimilis,"Piaget, 1880:359",Lipeurus,,,,,,,,,,
*,Eupodotis melanogaster melanogaster,Rüppell) ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,elliotti,elliotti,"Hopkins, 1941b:40",Otilipeurus,,,,,,,,,,
*,Chlamydotis undulata,Jacquin) ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,houbarae,houbarae,"Barthélemy, 1836:689",Ricinus,,,,,,,,,,
*,Ardeotis kori,Burchell) ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,kori,kori,"Bedford, 1931a:289",Otilipeurus,,,,,,,,,,
*,Neotis denhami jacksoni,Bannerman ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,neotidis,neotidis,"Hopkins, 1940:427",,,,,,,,,,,
*,Otis tarda,L. ,Gru.,Otid.,,,PHILOPTERIDAE,Otidoecus,Otidoecus,"Bedford, 1931a:285",Otidoecus dimorphus,Bedford,turmalis,turmalis,"Denny, 1842:48",Nirmus,,,,,,,,,,
*,Dendrortyx barbatus,Gould ,Gall.,Phasian.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,abdominalis,abdominalis,"Carriker, 1956b:129",,,,,,,,,,,
*,Aepypodius arfakianus,Salvadori) ,Gall.,Megapodi.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,aepypodius,aepypodius,"Clay, 1938b:162",,,,,,,,,,,
*,Agriocharis ocellata,Cuvier) ,Gall.,Phasian.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,agriocharis,agriocharis,"Clay, 1938b:183",,,,,,,,,,,
*,Gallus gallus,L.) ,Gall.,Phasian.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,angularis,dentatus,,Lipeurus,,angularis,"Hopkins & Clay, 1952:256",,,,,,,
*,Ortalis motmot ruficeps,Wagler) ,Gall.,Crac.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,angustifrons,angustifrons,"Carriker, 1944b:584",,,,,,,,,,,
*,Lophura diardi,Bonaparte) ,Gall.,Phasian.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,annamensis,annamensis,"Emerson & Elbel, 1957a:238",,,,,,,,,,,
,Megapodius bernsteinii,Schlegel ,Gall.,Megapodi.,,"Mey, 1997b:41",PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,appendiculatus,appendiculatus,"Piaget, 1880:356",Lipeurus,,,,,,,,,,
,Megapodius cumingii,Dillwyn ,Gall.,Megapodi.,,"Mey, 1997b:40",PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,appendiculatus,appendiculatus,"Piaget, 1880:356",Lipeurus,,,,,,,,,,
,Megapodius freycinet,Gaimard ,Gall.,Megapodi.,,"Hopkins & Clay, 1952:259",PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,appendiculatus,appendiculatus,"Piaget, 1880:356",Lipeurus,,,,,,,,,,
*,Megapodius freycinet gilbertii,Gray,Gall.,Megapodi.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,appendiculatus,appendiculatus,"Piaget, 1880:356",Lipeurus,,,,,,,,,,
,Megapodius nicobariensis,Blyth ,Gall.,Megapodi.,,"Mey, 1997b:40",PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,appendiculatus,appendiculatus,"Piaget, 1880:356",Lipeurus,,,,,,,,,,
*,Tinamus canus,,,,? host,"Hopkins & Clay, 1952:258",PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,appendiculatus major,appendiculatus,,Lipeurus,,,,appendiculatus major,"Piaget, 1880:357",,,,,
*,Ortalis motmot araucuan,Spix) ,Gall.,Crac.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,araucuanus,araucuanus,"Carriker, 1967e:52",,,,,,,,,,,
*,Crossoptilon auritum,Pallas) ,Gall.,Phasian.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,baileyi,baileyi,"Clay, 1938b:172",,,,,,,,,,,
*,Penelope obscura bridgesi,Gray ,Gall.,Crac.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,bridgesi,bridgesi,"Carriker, 1944b:569",,,,,,,,,,,
*,Lophophorus impeyanus,Latham) ,Gall.,Phasian.,,,PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,burmeisteri,burmeisteri,"Taschenberg, 1882:170",Lipeurus,,,,,,,,,,
,Lophophorus lhuysii,Geoffroy St.-Hilaire ,Gall.,Phasian.,,"Clay, 1938b:170",PHILOPTERIDAE,Oxylipeurus,Oxylipeurus,"Mjöberg, 1910b:91",Lipeurus inaequalis,Piaget,burmeisteri,burmeisteri,"Taschenberg, 1882:170",Lipeurus,,,,,,,,,,
